dataid,date_of_audit,number_of_levels,no_bedrooms,year_built,builder,conditions_square_foot,house_volume_cubic_feet,directional_orientation_of_house,hvac_service_company,utilities_electric,utilities_natural_gas,utilities_propane_gas,foundations_type_slab,foundations_type_pier__beam,type_of_home_single_family,type_of_home_duplex,type_of_home_triplex,type_of_home_four_plex,type_of_home_condo,type_of_home_town_home,type_of_cooling_system_central_air_condition,type_of_cooling_system_central_heat_pumps,type_of_cooling_system_window_unit,type_of_cooling_system_other,number_of_other,type_of_cooling_system_no_cooling,type_of_heating_system_central_gas,type_of_heating_system_central_heat_pump,type_of_heating_system_wall_furnace,type_of_heating_system_gas_space_heater,type_of_heating_system_heat_recovery_system,type_of_heating_system_electric_strip_heater,type_of_heating_system_hydronic_space_heater,description_of_dedicated_ventilation_system,thermostats_manual,thermostats_digital,thermostats_programmable,thermostats_ae_programmable,fuel_type_gas_water_heater,fuel_type_electric_water_heater,fuel_type_solar_water_heater,fuel_type_tankless_water_heater,combustion_air_provided,timer_attached_to_water_heater,refrigerator_pre_1993_,refrigerator_post_1993,freezer_pre_1993_,freezer_post_1993,dishwasher_pre_1993_,dishwasher_post_1993,clothes_washer_pre_1993_,clothes_washer_post_1993,clothes_dryer_pre_1993_,clothes_dryer_post_1993,pool_pump_pre_1993_,pool_pump_post_1993,pump_timer_pre_1993_,pump_timer_post_1993,standard_toilets_pre_1993_,standard_toilets_post_1993,water_saving_toilets_pre_1993_,water_saving_toilets_post_1993,sprinkler_system_pre_1993_,sprinkler_system_post_1993,hvac_component_1_manufacturer,hvac_component_1_model,hvac_component_1_capacity_kw,hvac_component_1_manufactured_year,hvac_component_2_manufacturer,hvac_component_2_model,hvac_component_2_capacity_kw,hvac_component_2_manufactured_year,hvac_component_3_manufacturer,hvac_component_3_model,hvac_component_3_capacity,hvac_component_3_manufactured_year,refigerator_manufacturer,refigerator_model,refigerator_capacity_kw,refigerator_manufactured_year,refigerator_nameplate_illegible,dishwasher_manufacturer,dishwasher_model,dishwasher_capacity_kw,dishwasher_manufactured_year,dishwasher_nameplate_illegible,microwave_manufacturer,microwave_model,microwave_capacity_kw,microwave_manufactured_year,microwave_nameplate_illegible,washer_manufacturer,washer_model,washer_capacity_kw,washer_manufactured_year,washer_nameplate_illegible,dryer_manufacturer,dryer_model,dryer_wattage_capacity_kw,dryer_manufactured_year,dryer_nameplate_illegible,water_heater_manufacturer,water_heater_model,water_heater_capacity_kw,water_heater_manufactured_year,water_heater_gallons,water_heater_efficiency_factor,water_heater_nameplate_illegible,other_appliance_type,other_appliance_manufacturer,other_appliance_model,other_appliance_wattage_btus,other_appliance_manufactured_year,other_appliance_nameplate_illegible,consider_installing_low_flow_toi,consider_replacing_old_clothes_w,consider_having_a_free_irrigatio,type_of_windows_single_pane_gla,type_of_windows_double_pane_gla,type_of_windows_low_e_glass,type_of_windows_vinyl,type_of_windows_metal,type_of_windows_clad_wood,type_of_windows_other,skylights,skylights__existing_covers,existing_solar_screens_or_other_,type_of_exterior_shading_solar_film,type_of_exterior_shading_solar0,type_of_exterior_shading_awning,type_of_exterior_shading_other,type_of_exterior_shading_none,existing_solar_shading_total_square_footage,solar_shading_ne,solar_shading_e,solar_shading_se,solar_shading_s,solar_shading_sw,solar_shading_w,solar_shading_nw,window_sq_ft_ne,window_sq_ft_e,window_sq_ft_se,window_sq_ft_s,window_sq_ft_sw,window_sq_ft_w,window_sq_ft_nw,windows__shading_comments,installation_or_replacements_of_,recommended_additional_solar_shading_total_square_footage,recommended_additional_solar_shading_solar_shading_ne,recommended_additional_solar_shading_solar_shading_e,recommended_additional_solar_shading_solar_shading_se,recommended_additional_solar_shading_solar_shading_s,recommended_additional_solar_shading_solar_shading_sw,recommended_additional_solar_shading_solar_shading_w,recommended_additional_solar_shading_solar_shading_nw,incentives_are_available_from_ae,attic_insulation_type,attic_floor_sq_ft,existing_r_value,cathedral_ceiling_insulation_ty,cathedral_ceiling_insulation_ce,cathedral_ceiling_insulation_ex,vaulted_ceiling_insulation_type,vaulted_ceiling_insulation_ceil,vaulted_ceiling_insulation_exis,total_r_value_of_attic,knee_wall_r_value,attic_wall_r_value,attic_knee_wall_insulation_secur,openings_between_floors,radiant_barrier,attic_insulation_attic_access_is,attic_hatch_stair_box_insulated,vented_recessed_lights_exhaust_f,attic_insulation_comments,attic_floor_insulation_add_r_val,vaulted_ceiling_insulation_add_r,attic_knee_wall_insulation_add_r,insulate_terhmal_bypass,insulate_attic_hatch_stair,ae_attic_insulation_incentives,incentives_are_available_from_tx,whole_house_duct_leakage_in_percent,duct_leakage_system_2,duct_leakage_system_3,duct_locations_unconditioned_attic1,duct_locations_conditioned_attic1,duct_locations_between_floors_fur_downs1,duct_locations_crawl_space1,type_of_duct_grey_flex1,type_of_duct_mylar_flex1,type_of_duct_duct_board1,type_of_duct_sheet_metal1,type_of_duct_ductless1,duct_r_value1,duct_insulation_cond1,return_air_sizing1,return_plenum_sealed1,description_of_duct_distribution_in_house_1,type_of_air_filter_pleated1,type_of_air_filter_fiberglass1,type_of_air_filter_media1,type_of_air_filter_reusable1,type_of_air_filter_none1,cfm_pressure_test1,p_leakage1,balancing_flow_hood_analysis_result_1,duct_leakage_all,visual_inspection_of_duct_system_1,duct_leakage_comments_1,location_air_handler1,type_air_handler1,cond_age1,cond_btu1,cond_eer1,furn_age1,furn_btu1,furn_afue1,ton1,system_cfm1,hvac_delta1,sqft_ton1,comments1,perform_duct_seal1,repair_replace_duct1,replace_supply_feet1,replace_return_feet1,addl_return_air1,addl_return_air_sq_in_recommendation1,ae_incentives1,txgas_incentives1,duct_locations_unconditioned_attic2,duct_locations_conditioned_attic2,duct_locations_between_floors_fur_downs2,duct_locations_crawl_space2,type_of_duct_grey_flex2,type_of_duct_mylar_flex2,type_of_duct_duct_board2,type_of_duct_sheet_metal2,type_of_duct_ductless2,duct_r_value2,duct_insulation_cond2,return_air_sizing2,return_plenum_sealed2,description_of_duct_distribution_in_house_2,type_of_air_filter_pleated2,type_of_air_filter_fiberglass2,type_of_air_filter_media2,type_of_air_filter_reusable2,type_of_air_filter_none2,cfm_pressure_test2,p_leakage2,duct_leakage_greater_than_15_percent2,balancing_flow_hood_analysis_result_2,duct_total_leakage_percent2,visual_inspection_of_duct_system_2,duct_leakage_comments_2,location_air_handler2,type_air_handler2,cond_age2,cond_btu2,cond_eer2,furn_age2,furn_btu2,furn_afue2,ton2,system_cfm2,hvac_delta2,sqft_ton2,comments2,perform_duct_seal2,repair_replace_duct2,replace_supply_feet2,replace_return_feet2,addl_return_air2,addl_return_air_sq_in_recommendation2,ae_incentives2,txgas_incentives2,number_of_exterior_doors,number_of_exterior_doors_properl,plumbing_penetrations_sealed,air_infiltration_attic_access_is,fireplace,vented_to_outside,damper_operable,internal_combustion_air_to_fireplace,external_combustion_air_to_fireplace,gas_furnace,gas_furnace_grill_in_door,gas_furnace_closet_door_weather,gas_water_heater,gas_water_heater_grill_in_door,gas_water_heater_closet_door_we,air_infiltration_comments,weather_strip_all_exterior_doors,caulk_around_all_plumbing_penetr,seal_attic_hatch_stair_box,multipoint_blower_door_test_result_15_pa,multipoint_blower_door_test_result_30_pa,multipoint_blower_door_test_result_50_pa,multipoint_blower_test_average,ach50_calculation,multipoint_blower_door_test_result_comments,consider_recycling_your_freezer_,replace_manual_or_digital_thermo,consider_install_appliance_timer,replace_incandescent_light_bulbs,audit_order
585,3/30/2011,1,3,2008,not assessed,1720,15480,North,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,Carrier,24ABBA430A320,8.79,2008,Carrier,58STA070-12,19.338,2008,State Select Water Heater,GS650YBRT,,2008,LG,LFC21770ST,,2008,,Whirlpool,GU2455XTSS3,,2008,,Whirlpool,GT4175SPS3,,2008,,Kenmore,110-16862500,,2008,,Kenmore,11066862500,,2008,,,,,,,,,Other,N/A,N/A,,,,1,0,1,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,117,,,,,,,,0,98,0,12,0,105,0,,1,98,0,98,0,0,0,0,0,1,Blown Insulsafe,1720,38,,,,,,,38,,,,0,1,0,0,,,0,0,0,0,0,0,0,,,,1,,,,0,1,0,0,0,8,Good,,1,Attic,,,,,,160,17.7,,17.7,not assessed,not assessed,Attic,Horizontal,2008,30000,11,2008,66000,80,2.5,900,,688,N/A,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,0,1,1,1,,,1,,,1,,,N/A,0,0,0,559,997,1540,,6,N/A,,,,,49
9933,11/3/2011,1,3,1952,unknown,1471,11768,Southeast,,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Amana (Condenser),RCE36C2A,10.548,2004,Amana (Evaporator),CHPX04082C,,2004,Amana (Furnace),AMS80703ANA,,2004,Kenmore,58585891,0.78,1999,,GE,GDWF100R10BB,1.19,2004,,GE,not visible,,,,LG,WM2101HW,1.2,,,Kenmore,110.828221,3.36,,,AO Smith,GCV50101,10.841,2004,50,0.53,,,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,129,54,0,75,0,0,0,0,54,0,75,0,102.6,0,39.6,Most windows having some summer shading due to trees except metal SW NW facing owner intends on replacement.  Other windows comb of single and double pane,0,0,0,0,0,0,0,0,0,,insulsafe,1400,38,,,,,,,38,,,,0,1,1,1,,Attic hatch has insulated zippered cover spray-on radiant barrier,0,0,0,0,0,,,11,,,1,1,0,0,0,1,0,0,0,4,Good,Adequate,1,In unconditioned attic,1,0,0,0,0,,,,12.6,Ducts which are visible appear to be well sealed some are partially covered with insulation,Return sizing is 566 insq or 35 in sq,Attic,Horizontal,2004,36000,14,2004,48000,80,3,1080,23,490,Low delta T= 43F Square footage is per owner and includes small added room.,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,1,0,,,,,1,,,1,0,1,Propane water heater in conditioned space closet is well sealed and vented,0,0,0,1096,1728,2474,,12.6,House is primarily pier and beam which accounts for some of the leakage through floor and base boards range hood other large source of infiltration.,0,0,0,1,93
9134,3/15/2011,2,3,2007,not assessed,2122,,W,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,Carrier,24ABB442A300,12.306,2007,Carrier,58STA090,25.784,2007,,,,,GE,PFSS5NJWA,,2007,,Whirlpool,GU2455XTSS3,,2007,,Whirlpool,GT4175SPS,,2007,,LG,WM2487HWMA,,2007,,LG,DLEX7177WM,,2007,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,81,,,,,,,,0,11,0,145,0,118,0,,1,193,0,64.3,0,64.3,0,64.3,0,1,insulsafe,1162,38,,,,,,,38,,,1,0,1,1,1,1,,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,6,Good,Adequate,1,radial ducting perimeter outlets,1,0,1,0,0,279,22,,22,not assessed,not assessed,Attic,Horizontal,2008,42000,11,2008,88000,80,,1240,20,606,"PLEATED MEDIA FILTER - tape coming loose on furnace/plenums; increasing duct leakage ",1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,1,,,1,0,0,1,0,0,lack of combustion air in h20 closet,0,0,0,850,1396,2017,,,,,,,,175
3456,4/4/2011,1,3,2008,not assessed,1720,,south,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,Carrier-condenser,24ABB430A300,7.032,2008,Carrier-evaporator,CNPHP3017ATAABAA,8.79,2008,Carrier-furnace,58STA070-12,,2008,Frigidaire,FRS6KR5JSB0,0.977,2008,,Whirlpool,GV247JXTVY0,,2008,,Whirlpool,BT4175SPS-3,1.2,2008,,Frigidaire,FWT647GHS0,,2008,,Frigidaire,FSI447GHS0,,2008,,,,,,50,,,Other,State Select--water heater,GS650YBRT,,2008,,,,,0,1,1,0,0,0,0,,,1,1,0,0,1,1,0,,,,,,,,0,0,0,56,0,73,0,home receives effective E shading from neighboring home,0,0,0,0,0,0,0,0,0,1,blown FG,1740,35,,,,,,,34,,,,0,1,0,0,1,Reduced R-value at HVAC catwalk/platform--approximately R-22 for 72 feet,4,,,0,0,0,0,,,,,,,,0,1,0,0,0,8,Good,Adequate,0,8"" return to front BR kinked @ collar tie,1,0,0,0,0,106,10.6,,10.6,not assessed,not assessed,Attic,Horizontal,2008.5,30000,12.5,2008.5,66000,80,2.5,1000,16,696,**10.6% based on 2.5T evap at 400CFM/ton.  Leakage=22.6% w/o temporary sealing at furnace/returns,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,0,0,,,,,0,,,0,,,Some wind washing of insulation occurring at area below gable vent at S/Front of home,0,0,0,1235,1255,1274,,,CFM50 data listed. Strong/gusty winds during test. Data not reliable.,,,,,55
1589,6/24/2011,1,3,1994," DAVID WEEKLEY",2426,24260,"  WEST",,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,2,0,1,"  CARRIER  (Furnace)","  58PAV090-16",25.784,1994,"  CARRIER (Condensor)","  38BR-048",14.064,1994,,,,,"  GE","  PF556PKXASS",0.598,2009,," MAYTAG","  MDBD880AWW",0.66,2004,,unknown,"  GT4175SPQ-2",,2008,,"  Nameplate ",,,1999,1,"  GE","  DVLR223EVOWW",4.4,2000,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,293,0,138,0,101,0,54,0,0,163,0,101,0,110,0,,0,0,0,0,0,0,0,0,0,1,FIBERGLASS,2426,38,,,,,,,38,,,,0,0,1,1,1,,,,,0,0,0,0,5,,,,,,,0,1,0,0,0,6,Good,Adequate,1," RADIAL DUCTING AND PERIMETER OUTLETS",1,0,0,0,0,,,,,GREAT CONDITION.,,Attic,Horizontal,1994,48000,9,1994,88000,80,4,1600,18,606,,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,1,1,,,1,,,1,,,Both Gas Furnace and Gas Water Heater are in the attic.,0,0,0,2573,2503,2413,2496,6.17,(2496 csm50 * 60) / 24260V,0,0,0,1,115
2018,4/27/2011,2,,2008,Std Pacific,3023,28804,North,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,1,Carrier condenser,24ABBA448A300,14.064,2008,Carrier Evaporator,CNHP6024ATAABAA,17.58,2008,Carrier Furnace,58 STA090,,,LG,LSC27931ST,0.72,2005,,Whirlpool DU915PWSB0,DU915PWSB0,1.4,,,"Whirlpool ",GT 4175SPB-3,1.2,2008,,Kenmore,41748102701,0.96,2008,,Kenmore," 417 88052700",4.8,,,"Whirlpool Gas Range Top ",RBS305RB02,5.1,,75,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,76,0,68,0,8,0,0,0,0,112,0,90,0,48,0,Bottom floor East/ est shaded by neighbors effective internal shades could still use screens,1,173,0,43,0,82,0,48,0,0,Blown Cellulose,1500,28,,,,,,,28,,,,0,1,1,1,1,the attic has a quilted zippered insulated hatch cover vent pipes going through roof should be checked for sealing Insulation 6-14"" dropping claimed value East side of attic cannot be accessed  so insulation is not visible in this area,,,,0,0,,,3.1,,,1,,1,,0,1,1,0,0,6,Good,Adequate,1,located in unconditioned attic and between floors,1,0,1,0,0,,8.8,cfm=127 8.8%  delta P in N bedroom (study) high at 7 Pascals,8.8,very tight install kinked ducts ducts that are visible ar sealed to standard practices,900 sq in return = 225sq in/ Ton Leakage to outside very low.,Attic,Horizontal,2009,48000,10.6,2009,72000,80,4,1440,19,755,Supply and return plenums sealed,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,1,1,,1,,1,,,1,0,0,Water heater in garage furnace in attic both properly vented,0,1,0,858,1346,1931,,4,test results based on 3 pt avg ACH50 ~ 4,,,,0,31
9923,12/12/2011,1,3,1958,unknown,1709,13672,northeast,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,Frigidaire,FS3BD-042K,12.306,2003,Frigidaire,L1RA 072C 16 B,21.096,2003,,,,,GE,GSS25LGMA WW,1.33,2001,,GE,GSD34335F00WW,0.696,2001,,GE,jvm1750dm1ww,1.58,2007,,LG,WM2050LW,0.6,2009,,Maytag,mdg5500aww,0.72,,,,,,,,,,fridge 2,hotpoint,CSX22KWX,,,,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,246,84,0,0,0,75,0,87,84,0,0,0,75,0,87,,0,0,0,0,0,0,0,0,0,0,fiberglass,1709,30,,,,,,,30,,,,,0,0,0,0,,8,,,1,0,0,0,14,,,,,,,0,0,0,1,0,1,Fair,Adequate,1,radial ducting perimeter outlets,0,0,1,0,0,,23,14% duct leakage to attic 23% total leakage,23," insulation starting to wear away from sheet metal ducts in several areas. Ducts covered with batt insulation however",,Closet,Up flow,2003,42000,10,2003,72000,80,3.5,1260,0,488,,1,1,30,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,0,0,,,,,1,0,0,1,0,0,,0,0,0,1312,1913,2635,2733,11.99,.6 nACH,1,0,0,0,122
545,5/24/2011,2,4,2007,Meritage,,,South,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,Carrier Condenser,24ABA442A0032010,12.306,2007,Carrier Evaporator,CNPHP6024ATAABAA,17.58,2007,Carrier Furnace,58STA090,,2007,Kenmore,10676249402,0.78,2006,,"Whirlpool ",GU245SXTSS3,1.2,2007,,Whirlpool,GT4175SPS-2,1.7,2007,,GE,WJRE5500G1WW,1.2,,,Kenmore,11064932201,5.8,,,State Select Water Heater,GS650YBRT,,2007,50,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,225,0,54,0,51,0,120,0,0,128,0,125,0,136,0,Front porch (S) Courtyard with gazebo (W) some windows have solar screens and some have films We are looking into addtl suggestions since over-glazing in home is still causing comfort issues,0,0,0,0,0,0,0,0,0,0,Blown FBGL,1150,38,,,,,,,38,,,,0,1,1,0,1,Can't see most of attic floor due to extremely tight conditions. Near attic acces ~18"" of insulation,0,0,0,0,1,,,15.4,,,1,,,,0,1,1,0,0,6,Good,Adequate,1,In unconditioned attic,0,0,0,1,0,280,22,280 cfm= 22%  return sizing 387sqin/T,22,Installed into a very tight space kinks and sharp turns of ducts are visible.,Comprehensive duct sealing is rec,Attic,Horizontal,2007,42000,11.3,2007,71000,81,3.5,1260,16,670,Low delta Temp at 16 F- recommend HVAC servicing,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,0,1,,1,,,1,0,0,Water heater in garage furnace in attic both properly vented,0,0,1,729,1484,2077,,6,ACH50=~6  Test results based on avg of three readings,,,,0,65
8399,8/1/2011,2,,1983,unknown,2427,19616,northeast,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,3,0,1,RUUD,UAMA 060JAZ,17.58,1995,RUUD,UGPH-10EBRJR,29.3,1995,Pool Heater,Raypak RP2100,,,Frigidaire,FR026F4CQ1,0.575,,,Frigidaire,FDB2415LFBO,1.332,,,GE,J VM230BV 001,1.45,1995,,Whirlpool,LSQ9030PQ1,1.2,,,Whirlpool,LGR5636PQ0,0.72,,,,,,,,,,h20 heater,Bradford Whie,illegible,,1991,,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,80,0,0,0,0,80,0,0,52,0,66,0,80,0,20,*also 22' french doors shaded by awning and 9' glass block window no shading There were solar screens in the attic just not installed (32' SW had solar screens installed),1,138,52,0,66,0,0,0,20,1,insulsafe,2427,30,,,,,,,30,,,1,0,0,1,1,0,fiberglass initially installed - insulsafe blown over,8,,0,1,0,0,0,36.6,,,,,,,0,1,0,0,0,6,Fair,Inadequate,0,radial ducting perimeter outlets,1,0,0,0,0,,,leakage greater than 15% but balancing not done.,60,Most of the ducts appear to be in good condition no tears and few sharp bends,Total leakage comes in at 60% - supply plenum in bad shape and return is unsealed and drawing attic air through the system.,Closet,Up flow,1995,60000,9,1995,100000,80,5,1800,18,485,System is zoned with upstairs and downstairs on separate thermostats,1,0,0,0,1,232,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,0,0,0,,1,0,1,1,1,0,,0,0,0,1531,2355,3352,3339,10.2,,0,0,0,1,127
4998,4/13/2011,2,4,2009,Std Pacific,2710,,East,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,Carrier Condenser,24ABB448A300,14.064,2008,Carrier Evaporator,CNPHP6024ATAABAA,17.58,2008,Carrier Furnace,58 STA 110-22,,2008,Samsung,RS277ACPN,0.612,2009,,Whirlpool GU 2475XTVB0,GU 2475XTVB0,0.324,,,Whirlpool,GT4175 SPB-3,1.2,2008,,Kenmore,11020722990,1.2,2000,,Whirlpool,WED5300VWD,5,2009,,AO Smith Water Heater,FCG 75 300,22.0043,2008,75,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,0,41,0,0,0,41,0,0,0,0,130,0,68,0,47,0,shading or screens needed on W E and lower S facing windows,1,204,0,130,0,27,0,47,0,0,Batt and blown,1350,37,,,,,,,37,13,,1,0,1,1,0,1,R-19 Batt unfaced and blown fiberglas total depth of 14"",1,,,0,1,,,5.8,,,1,,,,0,1,1,0,0,6,Good,Adequate,1,ducting in unconditioned attic space,1,0,1,0,0,,,,,some kinking possible supply prob to master closet some return duct constriction,BR2+3 up (N+S) 13.1 +18.1 Pa pressurized install jumper duct,Attic,Horizontal,2009,48000,10.6,2009,89000,80,4,1440,22,669,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,1,1,0,,1,,,1,,,furnace in uncond attic water heater in garage both properly vented,0,0,1,1678,1689,1690,,,Results are 3 point avgs,,,,0,34
